TICKER,PERMNO
TNI,80481
KIT,50374
CZM,51414
MOLX,54827
KII,60521
MRS,41275
TLMN,10944
RMPO,65606
PKOH,61269
TMN,10404
FGL,75058
CKE,10750
HAR,75224
CDMS,20571
STRWA,73083
FCFS,76856
MNTR,52792
BFO,29591
USG,19131
DAVX,11277
CMDT,11675
LSR,78949
QEKG,65067
FESX,11574
REY,66799
AMWI,11341
BDC,27721
NAVG,10395
DCO,63132
ANDB,10230
HAL,23819
VICT,80697
MSCA,10192
ARDT,77603
PAMX,61058
CRS,20618
BFL,61591
RKT,80361
MR,64442
FOX,27860
MENS,77516
FLOW,37058
NSSX,10376
NHDI,56419
SWCB,10494
UAM,70252
ZRO,43537
UCX,62762
IFSB,88891
SVT,50243
VFED,80056
AMAT,14702
SYC,77450
TESS,80951
NAFC,56040
SNFCA,11593
ODFL,77037
CLF,27422
PAIR,79616
BOCI,78869
NOVI,24097
JBX,77453
HRC,10693
MMR,22461
HWG,54084
OG,34841
HELE,41452
EIRE,75514
IGEN,80249
GCX,79902
UIC,41371
CACC,77660
BBA,58800
IKN,48514
SBRU,73235
AEIC,61081
CUE,13354
OREM,59898
CGI,79956
J,46181
CVTY,76619
WOC,38172
WSW,16088
HGGR,78155
WOG,58739
HWL,58886
CFFS,86773
PHM,54148
ALCO,11790
IAAI,77106
APL,28636
MDEX,52346
CHE,64194
HEKN,88656
CBRYA,11614
ATSN,26009
COLC,24767
CSII,25452
MPSI,50543
PZA,61014
WALB,81382
AVTC,81142
DRM,75053
ECMV,77186
DRYR,30780
VCRE,80304
MYLX,90342
AILP,10422
CJFC,86503
PD,17806
ALW,10914
HWRD,42746
STG,36927
HWP,27828
NOLD,57780
LABK,11001
HPSC,40572
SKY,38850
CRAN,87119
CBSA,77435
BKS,79667
HPC,18016
CRI,36150
DME,10594
LOCK,79261
COG,76082
SPEC,72128
AWII,67652
VENT,55985
CMRO,24951
CKB,23106
PESC,76133
BIAC,16193
ROST,91556
CPU,53508
WGA,63829
JERR,46544
JCOR,46245
ISN,46519
CCEM,86909
PYF,63722
ADD,44548
KIDS,11545
PCC,39036
AXR,38746
CUM,41080
GMCR,79588
FHT,76146
STW,16715
RPL,69171
MLAB,53074
AMAC,13470
WIT,38375
RIGS,66967
TGR,17340
PDS,61823
HSTR,80753
CLC,23975
DEBS,29111
METHA,53197
LSB,49488
MRSA,80648
ENT,61962
APGC,64427
MDC,66245
LSS,89675
FJC,23552
CSA,86714
GOSHA,90721
TMO,62092
BKUNA,92663
MRM,53015
PMD,11043
SAMC,80731
UFD,65808
KNT,75072
CLRP,77361
ATX,53575
CTX,53831
LAF,65656
MDKI,69542
MBLA,11625
AGH,75150
RAUT,66422
JBM,75172
REPB,80029
DRXR,30761
ATRI,11587
APOG,14526
FLD,42745
AGE,54391
GNC,77119
NDB,75094
CFWC,80703
VII,61700
LASR,48769
NBN,75556
TSY,37196
LVC,75174
SMF,76764
BPAO,10745
CDE,24441
DHI,77661
MACR,79991
ODC,59185
FED,75162
GTIM,76360
ASD,81285
CAER,75873
CLZR,10371
MLTF,55483
WAL,22269
HTWN,85810
CNM,10827
ELCH,31748
INFU,78161
QVCN,10636
GBTVK,77261
RYAN,68049
CKR,47133
DRS,65226
AGPH,11192
SEPR,76845
TXN,15579
LBNA,16855
CHA,21397
DMC,87151
CFSF,24177
ULTK,77893
RHB,76714
SISI,45744
FLM,47271
IMCL,77103
AIR,54594
SCTT,10016
SILI,70659
IDXX,76709
ABF,51721
NEWE,57542
CTO,26650
VRO,44492
AMHC,76788
TAL,39466
LEN,52708
REIN,79000
PBD,35166
DYT,31107
OEI,62690
PSYS,64355
SIII,79009
RAZR,79301
R,27633
MSGI,86079
FRM,58296
SDRC,11723
MNST,50470
WUR,43027
LSN,78980
WCN,53524
AZA,64856
YELL,59483
OPI,75792
ICSI,89122
PIOS,63125
AP,18075
WSCI,81614
AAL,63845
ARN,28740
RBCO,10425
ACAM,77021
HSI,50382
HOV,65285
WHT,45399
PZB,18649
TSO,37284
ST,27780
UFPI,79878
BLD,71538
IPAR,11884
GRTR,11430
INTP,44389
GI,75881
PCLB,64064
BID,75316
INF,43430
ASYS,65008
HYBD,42981
GEMS,11908
OROA,79615
LNDL,49737
MIKE,53381
GDP,57509
CDG,11994
TTC,60580
HLCO,88613
ADP,26331
WIE,38113
ICCC,11292
ECIN,32222
WY,39917
DPX,56960
BLSC,18244
NEC,47028
CANR,58641
HEAL,41399
VOL,81190
BTU,60054
GNCI,78825
CBNY,79253
WGO,51086
HDWY,81239
KT,45890
SIE,67723
FLK,46164
BML,33347
PEB,27713
TKR,14795
SNPS,77357
ERLY,31414
IJL,67993
THP,11465
INMD,77982
MGXI,76267
LRI,50462
KMT,44134
PERF,62200
HTHR,41260
NBSC,57251
PDQ,77880
KVU,33451
PCI,63298
MOND,79289
TWR,80852
GBX,80719
ODR,61604
MAJ,10761
TRAC,80820
ICO,11662
REP,22621
EVAN,33639
JBSS,77165
ANSI,65083
RNIC,67300
ABMD,75107
SERF,70114
RBK,91380
AAME,15580
FEN,24897
MLOG,10256
CRCL,41014
ADVC,10867
ZONA,79025
FDGT,10515
TWI,79198
CDO,61524
HCSG,41292
DS,11761
KSF,20183
CBB,59432
PILL,79518
SRY,11945
CSP,18999
ICOC,64258
ADSK,85631
PCOL,77434
GRNT,76278
PIOG,63088
RT,12458
HIRI,79391
ALOT,15537
CYM,87127
WEAR,13290
GXY,57226
FINL,77669
FSVB,10037
CMI,48282
CTEA,79374
ITIC,10901
SB,27596
ICIX,77542
HDC,40644
HMY,64979
SUG,51203
MAH,43238
YRK,77081
ESCA,33532
VTSS,77173
GDYN,88357
UTR,46260
CYRK,79376
NSH,45487
MCAWA,11626
CYB,62906
XIRC,77451
NYM,57446
AVT,27684
THRD,80768
RATL,80515
RDB,77454
ENZ,33209
COMS,76129
ASE,58560
TRKA,76743
ABIO,14622
TTI,76127
GLJ,59029
TBY,76022
SHIP,10224
VTK,77382
STAR,77405
BNHC,16708
BOW,66130
SRCO,10140
UHS,79637
SBRG,76354
IMD,72100
GRL,23253
XTO,79212
PLMD,77392
FOH,63597
CHRS,22753
EMBX,77099
GTX,63191
GW,63562
BCAM,76309
WTBK,10622
FNL,24918
WNSB,10762
SOMR,10194
SJM,77058
PPP,60695
TMSTA,11948
MRTA,10352
OLOG,59089
DMRK,77438
BBB,85762
NSW,27318
VRSY,11959
KEQU,47571
PNTK,11127
ELY,77366
SCHC,69121
HWS,80140
MBSI,10307
CKP,22921
WJ,46420
HRDG,75557
ENSW,76063
TDSC,78664
SYMC,75607
CIMC,10248
DMNG,13291
DRKN,30892
KIN,33398
NVIC,79723
SFFD,10683
BEAV,76138
ROG,35991
NEWH,75609
ZITL,84241
MHO,79909
SOCR,69033
MLC,58341
UNII,15828
MAD,25726
OWC,24811
SWHI,79944
NSSC,55993
CCSI,78872
ARTW,15203
LML,33646
CPLY,77985
DTRX,29576
SUND,10423
CCC,11378
GMGW,11858
MTRX,76279
MSCC,53640
BLA,51748
PSSI,80568
SSW,65074
MIDD,75470
KENC,47483
HNH,44468
RHC,12395
TSCO,80286
TRGI,29103
GIDL,76070
FQE,14306
FC,77637
MRTN,75517
GHX,61348
OI,77157
CTII,77437
UCO,44433
ISO,46018
SCTC,74086
ADI,60871
PERC,62149
ALHY,79790
BNE,47642
FA,29532
SSPE,76734
NMSS,80257
SMBX,92217
BBN,51393
WLV,79634
MX,59942
TDW,50606
BBRC,19888
MXWL,51960
AD,10487
HAY,21653
HUF,44150
QRSI,79523
POR,17902
LYO,75444
CRC,70455
PRST,75730
ODP,75573
DECO,11088
OPTC,90705
PRX,61138
SCHR,12002
ACVC,79933
OH,58026
AXE,46077
SYMK,73913
MER,52919
RAYS,79300
BSC,68304
NRRD,57884
BSET,17137
RYC,64346
BIOT,18287
BCL,67168
TTL,63036
FHR,49242
CHU,59205
GR,12140
GIBG,38982
BZ,62797
CIVC,75928
DI,19254
ACPI,10733
GRST,88445
PAR,80076
AVM,10363
A,60409
AAG,75188
CID,58384
ADSP,81196
CPY,20248
RRRR,11653
PRXM,78905
BCW,16651
FFEX,37832
GGUY,10035
DIBK,10461
FE,66915
WES,10211
WRO,38105
CURE,76720
PII,75182
ADAP,20723
HSN,69489
RHD,66828
DSGT,65218
TOD,37399
BIR,85965
ICOS,76693
FDB,41515
HGR,10051
IFSIA,44768
LCSI,48195
AHAA,45911
BDK,20220
HBW,53671
ATPC,15502
LOD,77873
SN,73438
WMS,64135
ROTO,91564
SMC,19852
AN,76282
UNI,10908
ESV,62519
BWA,79545
BW,55597
MTI,80071
MLXR,11740
TRED,76840
PSX,60310
TYL,76185
SVTG,82326
IS,80135
MCHM,89771
GLM,45428
GLUX,80126
SWVA,11764
SY,14525
SSCC,80543
AIF,58077
GRB,47888
BIO,61508
GBIZ,79491
TSCC,76846
RPC,75929
SF,72996
PS,43748
DGII,75831
ENQ,76762
HEC,40970
MXS,24715
STII,72523
PIC,62907
USM,75320
QDEL,76591
MEDP,80552
DRMD,10685
AIN,11731
BMC,65496
HTCH,88795
SPNC,77271
COBR,31078
SGI,10791
JOUT,11775
AU,75111
PHO,75878
EZM,31318
ALOG,14198
VI,58069
OEH,66085
RTEX,79863
TBI,76101
FLR,26382
AACE,78112
COE,77688
AALR,76271
NMS,59096
AE,61487
TNTX,81113
GLD,22568
YORK,83919
PRGO,77182
LPX,56223
ESNJ,79827
CII,76097
HYO,32985
POI,80915
DNFC,87274
ALCI,84276
ELPA,31764
BZH,80193
DLGC,80442
STMT,58799
RAWL,80659
SER,46172
OLGR,59222
HKF,75066
GNDR,10141
EN,62842
CKP,48047
ARWS,11376
TEL,57736
KM,12749
TUTR,78209
MAGI,80344
NICH,85885
TELC,74975
TFCO,80159
WBNC,11323
CFQ,55626
NAII,11654
SMG,49007
EMN,80080
CCBL,20125
PXD,75241
BCC,42024
ANDY,14331
BELM,79251
RHR,25312
AMTR,79149
MSC,67002
DMC,28311
NWRK,57163
QPON,70106
PLX,52628
PESI,78189
MAVK,76598
CAII,11136
NCEL,10544
ASEC,78954
ELSI,11197
NER,34665
EPIC,78008
ABAX,77279
CHKE,79315
FGCI,81079
RH,78042
TMI,65752
PWJ,54463
AMM,75149
RIG,79237
AMI,46754
FCOB,35407
ELTE,77678
LD,79908
FIS,28441
BRAE,19020
RYR,25718
GRR,51051
ALN,44740
AMEI,10555
KRE,77544
HMX,22250
VALE,76801
SRM,70018
IX,66595
SHOP,70440
SRA,73075
WDC,66384
HRMI,76505
ASHW,76322
DSR,30729
TDMK,10393
DAN,49285
FTL,71984
IBL,33232
CY,10302
INDI,77217
CLN,77368
WRLS,80165
CMN,11017
GFF,46463
FDY,79674
MOG,61807
KLU,24635
HHI,58894
CAW,49402
HSE,78102
MWRK,78990
LT,69024
PERY,79195
WSDI,68743
RCOT,65964
CNW,63108
ARW,29209
HTC,78157
SQA,72733
CNMW,23481
LFE,28337
NFSF,10580
AMZ,77052
CQX,63941
VENX,83804
PSCX,62790
CHX,70965
NETG,75448
TLX,37460
PSTI,77032
SPA,17523
NATC,44039
JOSB,80544
NOVN,12236
PCHM,76785
WMI,11955
CFIB,26578
CS,75625
SJK,79042
PMAN,62931
DEC,43916
CRV,24193
ALGH,11835
NUHC,67010
MAG,75596
KNO,61137
VPS,78216
ATMI,79799
MONFA,76547
GPO,27449
HAXS,91265
LODG,77334
DIVE,79378
FRES,80527
HWD,79171
GMIS,76749
EZPW,76798
ASM,29225
IBAH,77511
EQTY,33420
HPP,86423
WYL,44476
NX,42307
GTSI,76843
LABS,11534
RCKY,78908
TRN,55001
CCON,23588
SHCI,91679
SUMH,73366
HDYN,41356
IFCI,80823
RDC,45495
UAH,76622
KBH,70092
ODSI,77624
MGP,75176
TM,77456
WZR,83345
INDQB,75493
CGCA,70164
PENN,80563
ABCR,79932
JAX,66747
UIN,44003
HGSI,79977
FLIR,79265
PHXA,62675
SCI,68161
RHH,46762
CBK,57250
TSCN,79877
FTO,56063
ITRI,79839
CENT,22270
RJI,10972
EAL,20976
SHOO,80034
RADS,65438
ABBK,10341
BIO,61516
CRO,30533
HBJ,27924
CMOS,79683
AIZ,12320
HOGN,42084
RTS,38711
TKN,76768
AQTN,10998
PETC,80352
MNS,66253
TEK,40061
PST,49576
FSTR,37402
ARIT,10432
SEG,69607
RYL,62383
ARTG,15166
SLT,52943
LUFK,76489
CORC,27239
JACO,46229
CGEN,24556
GSY,40345
RENL,75865
URS,50278
EQK,52863
DEMP,11106
ATL,69219
ALLY,38149
COPY,27167
EEC,76222
FOUR,37365
EDO,31552
AMVC,77398
ELOT,81219
EPTO,10860
NSD,26753
ADTC,79563
ACIG,10576
KGM,58616
VLGEA,80857
BONT,76847
UNC,42569
FN,36215
BLTI,78071
NCS,60978
VSNA,76408
AB,10071
ATKN,85607
SYM,65429
WTRS,81700
FWC,18112
VICL,79022
INAI,44565
WAC,77080
ISLI,75528
AIFC,13152
PCR,50550
IRF,27705
TLII,10150
UIS,10890
IRI,45373
AW,76887
FIN,29962
TTII,79396
GOLF,12252
SOSA,10458
STZ,79193
VLO,61671
KVLM,47563
DM,11690
GSB,67563
OHC,55036
IUSA,77347
NRGN,76000
SMTI,66472
GYM,76609
OSH,60055
AWAL,12424
STN,79192
JJSF,10026
COHO,76232
GEHL,75861
PBFI,10127
CMR,69825
RIVL,77652
ORN,76270
GAL,88269
PANA,78718
RDL,76717
HET,76090
ABFS,77595
AHI,66421
OJ,51190
JNBK,10174
SYNL,76111
PRZ,91193
CITI,11833
FRED,77420
FONR,37154
KEI,89333
MAIN,76385
AKS,80303
GTK,77803
CATH,76747
GIGA,39029
BTEK,16468
LSI,48267
PDQ,54447
SPGLA,11760
CSI,81056
SMD,73614
ISCS,43407
NAC,77777
RONC,23472
BEAM,11522
TMAX,11147
ORFA,59935
DM,77388
SYMX,76587
WMIC,82334
SANG,80030
CLWY,76713
PVA,12249
HNV,32897
ROIL,77555
BUTI,10087
IHII,77262
NFLD,80559
KMAG,11365
MEDM,76943
MGCC,52581
ROHN,22664
CSTM,77096
AAA,60863
TFLX,75521
ZLG,76566
HOG,68638
DBII,76548
CTT,66368
ECC,68398
COSCB,10394
RBG,54498
CSDS,79078
TELT,75968
WBB,39562
BTC,16564
SGR,80032
ONPR,11342
LEND,76855
AMD,61241
STAG,69877
WAN,65816
CODN,24417
UH,48565
ADAC,10752
INS,72119
AXSI,78468
ARKR,85586
NJST,11350
OPI,79725
UBS,75849
AG,77520
HXL,61567
GB,75256
ANG,65867
CLV,59213
CHIC,23238
COT,77473
MTIC,80463
STCR,79420
SHEL,70288
ERC,64944
SBIO,73956
ASI,29276
MDEA,87207
SWH,90676
CYBE,11825
BEV,47992
TOS,61663
CHH,40352
VTS,76769
MON,76829
LH,12062
KLLM,10442
CNP,31042
NSTA,80145
ISER,50519
INPR,75902
KLAC,46886
RBI,51094
SEM,62738
PNRA,76695
SAG,61022
WLM,11384
ADMS,11483
TGIS,79529
EME,60177
LABL,11638
OPTI,79183
DRV,46471
ZAP,38295
TTN,48696
TRLS,76102
DTSI,12005
IGCA,79172
FILE,11531
FBA,63511
STO,36978
SPZN,55060
PMCS,76624
MRII,77883
VCSI,69447
ESL,50788
MAM,76075
VFLX,80669
GNL,77541
MARSB,76670
TAVA,77681
HPII,75585
SYNT,10537
DAP,77876
NSCO,57155
AQM,65032
UNV,65103
VTRX,80486
PSI,63300
WHX,19238
UNT,63781
RT,39204
TLC,53621
PYRD,91273
SCON,79006
WYG,83687
SWF,47060
CXIM,75545
AR,10364
BI,29639
HURC,42922
PLAB,11154
CDCR,86626
MEDS,11899
ZMOS,84180
SY,70280
ZHOM,79201
PNS,68611
NZ,34630
POSS,63686
LEAF,10398
VRC,63044
IRSN,45955
EFIC,11468
REAL,66369
ASTR,15465
NWSW,79294
ODETB,66667
NTN,76963
X,76644
ACTM,81470
PSBN,10203
LPH,57373
WANG,80057
WNC,77117
BEC,63466
AIX,75368
FAUL,54819
ABSI,10074
PDN,60994
ISP,76676
TCH,63378
XUPS,75904
FIMG,76793
FBST,80812
SLCR,68647
OSG,51457
NCL,56549
QHGI,80570
BNS,42606
LFC,54551
DIC,69323
UTEK,79628
FWF,40811
TRO,58720
WECA,93084
LDY,33830
CIMA,80740
CSRE,26279
ITSI,45509
TLXN,75273
KNCI,11888
CFSC,86204
ETEX,11595
CSV,68339
CSYI,86677
DIGI,30067
CEA,25750
HAHO,77218
KLH,87645
RE,41486
PNRL,61460
EBIX,11481
TTX,62463
HRS,25582
CERN,10909
AMT,10057
MXM,26593
MEDY,52565
HMSY,78156
ECOL,12758
MBRW,79715
FEI,62228
CDX,76513
NSS,75262
RFTN,66086
OSU,80184
SE,48645
LCBM,29736
GRIL,79994
TACO,77992
MATT,76025
ALAN,11456
NGH,76597
ADV,64514
BWC,79668
INGR,44792
ASFN,75795
MILT,90211
NIC,64303
CSTN,87047
BLSI,40062
FSFT,79385
BASEA,17057
RMUC,67425
HYSW,77030
SWS,77043
SQA,72741
ESCC,33612
VCNB,75923
BROD,77094
III,87725
LNET,79712
MACK,50703
ACHV,14833
FRA,44708
HRVY,79271
PNG,79726
CEN,38914
SK,64477
EEC,46025
AZ,20458
CNTL,22825
CGRM,77025
AWA,80778
INEL,11475
TERM,75540
KV,77158
MDA,80796
AAI,75793
WHC,80774
MMSI,76392
HEII,40540
TDM,74617
PURW,25786
MMD,67678
SPAN,71942
MOV,34358
RTI,76148
DJCO,10355
GSOF,11036
PUL,22787
MTRN,80651
ILI,80420
TPIE,75089
CTU,22518
GSCC,39686
MTEC,73796
ULBI,78213
NSRU,11372
MTN,63247
SECM,11373
SLTI,75822
GRG,88429
OS,75308
TRSC,77228
WLB,59467
STEC,75794
BIM,10705
MORF,55133
AXHM,28151
MCRN,76737
QHRI,76630
ULB,29496
RURL,79417
KAB,42067
MGL,77854
HSO,62279
SVG,75189
CAB,80317
EROQ,10676
RESR,66545
GARN,11726
QDIN,80359
GEER,80628
HCH,53620
PRM,60337
JCBS,46237
VEE,48944
STCH,12257
OAK,34825
CGR,75604
IDC,45306
TMD,75986
TCII,74895
AYD,58376
EXAR,87696
PTC,61146
MFRI,76052
GYMB,78972
TBR,62746
ENR,79084
TT,61209
ADL,54375
TRMB,76230
TSXX,62447
FBH,57533
QNTM,65024
LQ,66624
INMT,89093
MPRS,77035
PRCP,77868
AMCC,12715
ARVX,76079
BQR,65058
PNFT,75310
VRN,40643
ROIX,11040
PRS,63749
DPTR,79259
USI,92770
ORG,10928
KOG,61372
TBAE,80256
IDPH,76841
HRN,40994
FCME,73278
SPY,60716
LFT,63351
CNP,61532
VFND,76236
CNJ,80416
IRIC,44194
CYR,62164
BIRD,18156
COR,31069
IIG,62594
USRX,77049
SZ,56354
ORYX,80465
FID,50980
AAM,77162
BOOT,80434
MTZ,43959
AIRM,11641
BKO,28134
AZIC,65155
ZILA,76008
GWO,22023
LDIC,11480
SUNL,77248
BUR,77465
LMS,33603
BAIB,11978
GHV,76703
CNGR,11174
CSTL,56742
AUG,49701
ONA,75356
MAI,34147
CLQ,80382
URBN,79881
CHT,75815
MMAN,11194
IMDC,10342
INET,86642
BEAR,79801
HSS,42586
HDR,63212
REC,61620
GZEA,75657
FSII,75434
PN,20984
CFA,65189
SGB,61639
LUTH,50287
DLT,31173
SYSM,57577
SBP,36740
ENGL,77268
CEE,64725
VARL,80484
HLO,76657
GEN,62260
SFGD,68452
WAC,63642
MTWO,75553
ICL,11630
ETCIA,87549
SCVL,79007
EXPO,76261
BHA,75153
MTST,78043
ALSC,79935
GTOS,10247
ERSI,79086
PTRK,64013
OCTL,11913
PSAI,80658
TER,51369
SYMM,70616
VRES,80654
NSM,51377
AMI,10611
TOK,48709
HHH,68937
MILW,10835
VSTA,77619
ESN,71888
CRWN,27800
SPF,72696
WAX,81753
WRPC,12113
CSIM,75614
PHYC,77276
DRS,65234
GSE,70674
MRLL,10185
MLR,80828
SKYT,75490
IMGN,75860
INVF,45875
GA,38317
AW,76475
ISV,79703
CDCO,80313
SYPR,80534
BOON,18762
PICO,76586
SHO,53399
ORB,76139
WTX,78791
RGCY,66123
MMI,79337
AMY,63087
HL,32651
PKD,58675
CLTY,77494
ATML,76584
ASKI,10429
NATL,57999
DPT,59707
HNW,60476
INVI,52282
CIW,61954
OM,20394
RELL,66852
CELS,10439
CNSL,26658
MXP,61436
STAC,77581
OHM,33508
AIMM,78812
ESIO,32054
CNSI,76692
AMH,60046
NLON,47408
WAXS,76977
MRV,76759
UESS,78626
PWRH,76746
GCO,21055
CLC,43043
WMAR,79884
NXTR,80146
WID,43844
CRLS,77170
FLC,46228
PBSF,75926
SMX,92815
SLMD,77713
GRO,80829
PKPS,91089
MSBK,77782
CAST,80802
HZN,55706
EEI,71837
ALTO,12192
VOT,37874
CON,11124
HVE,39108
ZEUS,80375
GSOF,25989
CSM,75335
GGTI,32061
LRCX,48486
AOI,57461
RCE,56768
VTS,65082
CPH,11694
STK,58464
ACTL,79467
CARE,75875
MLE,89886
HND,63618
SBLI,75433
XPRSA,19227
IT,67985
ENVG,77844
TNY,37276
NATH,78900
GRH,54543
OPTN,77517
WS,75597
ABN,50075
BENH,16732
ELET,79263
COVR,81510
NSB,58166
HES,57170
SIL,70624
RAM,45014
WALL,79024
BDG,77881
FIBR,11381
IDTI,44506
TRR,74406
MGR,53050
FCI,62586
EYE,38447
LACI,77238
GTWY,88277
OXE,29832
LII,75173
SUMA,79624
GPX,58501
RMDY,81506
SUST,43967
DECK,79686
EJ,62180
FMXI,79971
APHT,76880
RNBO,11678
YSCO,75862
EXBT,75834
HUDS,75739
CCS,63116
WBC,65445
SMIN,71555
ABG,15974
EAF,31659
GST,49074
RSAS,81178
NPSP,80560
SEQU,11346
LMRK,76772
DSSI,77327
CAKE,77902
TRA,65293
DIAN,76755
CMDC,77323
AMX,10161
INRS,77512
ASZ,76596
SMLB,70915
SQNT,11283
AMK,69200
HUFK,10845
HFD,66202
BAY,53284
CSOF,11532
MAN,16707
MABS,55037
CNRS,80975
CMCI,79951
CSPI,20336
STB,55247
GWAY,88285
WLD,64506
AVX,56899
RYOU,88592
HHRD,76212
CMTR,77348
PAPA,77409
FTSP,11757
ORX,75423
EFG,66536
RVR,13232
GPH,38520
EKO,58173
SSFT,69332
INLQ,79093
GNTA,77180
TXHI,75759
COHR,24476
MCON,75560
FARL,77267
BS,10786
RDIC,79733
MRN,55079
IINT,44135
SCOC,79190
BRKT,77993
CTUS,22497
CSOL,11330
EACO,10800
ANK,77090
GDYS,77026
XIDX,83855
INFS,76507
FRTZ,77989
CYPB,43290
ONPT,79283
MAIR,53306
DHC,76515
MRE,89931
VBAC,80730
GPTX,81242
ADU,41734
WYNT,42607
SCHN,79866
DXYN,10886
HMII,50059
SWTX,11393
SMFR,46114
FHS,76697
AVAN,10258
PRLX,61322
MZ,22680
SUNT,25727
WAIN,12281
ATGI,10089
VLFG,76020
VMXI,79856
MMG,25961
SPIR,72232
BISH,18324
KOL,45866
POP,56143
IFC,56805
VFI,76142
MLG,77371
UG,78749
TNC,92524
ICII,77617
EDAC,87514
SEMX,77159
ADB,68216
MICS,53429
SU,73323
CENT,77780
MCDY,53576
HTXA,12190
PCSS,80351
HAD,40708
TSAI,81282
ELMG,32110
AMTX,43474
WU,15325
RGEN,10200
CRDN,22374
CAL,66456
BONZ,79943
SIGM,10259
TSC,84911
DATM,28952
NABC,76802
LADF,48371
STRX,74027
CEXP,80925
SNLB,69703
ORBT,59871
EFTC,80325
NMPS,77767
ASTA,85041
CAND,76215
UMM,20968
GCCC,10079
VOXX,75033
BVSI,75818
DPC,47116
WHX,17337
NMG,75179
RNX,49525
HBI,75621
CML,20240
MXTR,89894
JBAK,10325
HOWT,88779
AXPH,79794
GNUC,40425
ITX,68494
HT,56485
SSAX,11103
CGS,30816
ENG,76593
IDL,26286
DLW,65315
EDBR,21039
GDR,38798
THRT,77597
AMO,10321
LIVE,89608
SP,53364
CDL,65525
SHN,70376
ZIM,46826
IDX,88832
SSYS,81010
PCMS,81502
ASY,79797
HPH,32563
STKY,92100
DTII,80443
PSON,80357
NAK,11181
APOS,11636
CLIX,25604
TRGP,76016
OWOS,81004
BVAS,11132
CMTL,26201
GBR,79066
DKEY,28725
MTSN,80943
REPT,80360
CPE,80926
TMTX,75417
EVMD,76549
ASYT,79568
GRCO,39590
NEWP,57534
AZR,75900
CARL,49083
SODK,79308
MPO,80461
FCC,69374
ESEX,33567
GECM,10412
VCELA,11958
SMTH,10634
MSAI,51204
CLO,46615
DMC,43211
MGL,49672
BIR,29559
BOR,78851
DFLX,28717
MWHS,78180
BYD,79758
LENS,11998
VLSI,79848
BWF,76667
NHCI,79181
AVID,78955
GUL,75579
IQSW,77987
NLX,58317
LEH,80599
PCC,68865
EPIE,77446
PYX,80186
CMNT,86917
HECHB,41420
HARC,61111
KFX,80758
UQM,77486
SCES,80063
ATRX,76306
JMY,48100
AS,17566
GC,77027
BWI,77161
ARTL,75503
SODI,41216
ARNX,77773
IREG,78106
IPX,79209
NWK,11038
KTCC,47619
VRTX,76744
DSTM,81483
ATIS,11895
PPI,64338
BUS,77142
ANIC,81240
ISIP,76661
ITGR,80756
KLIC,48144
VECO,81116
HOLO,76844
BKN,63925
NXTL,77284
SEAG,69543
AFS,64709
WMSI,82991
PHRS,61525
PLS,57138
TST,11541
WAN,46770
BLY,58480
HARY,79168
CGNE,10462
ASHE,80919
UMED,78116
WNMP,77343
WTDI,11747
MRVC,78179
AMMB,49614
TMRK,76208
DVC,62375
WPIC,77278
FH,76248
EGLS,79262
TREV,77587
SDYN,72603
CTI,78786
MAR,64039
ACLE,10605
MPAA,80341
WOA,44337
HECHA,41428
GIX,77874
MRGC,54528
TXF,53751
MICA,11484
NR,34673
PCEP,11744
UCOMA,79428
LTXX,48291
ANDA,43327
HFS,42359
ASCA,79795
AULT,15748
IMI,60492
CNO,61858
OSTN,59409
LACE,75523
ROBV,67345
SPKR,10849
EDT,75894
VTA,79927
LNY,79502
SM,54738
SMSC,72486
GIII,75905
SME,70077
BELW,17559
VSCI,78217
NSTK,80004
BLLW,17495
MSOL,11362
NEXL,76457
SPTR,72072
HEAT,77799
STIM,80042
VANS,76797
WTT,77235
LVX,48776
LCE,12888
EPI,21872
APM,52804
MWAV,77495
HRSH,80245
BTUI,75447
MICN,80554
AMSWA,13777
WIKS,79745
INAC,43781
MB,54771
RBDS,79861
CFIX,23027
SCC,49218
ADLI,76701
LXEI,76617
SIGB,77411
PPH,10870
EJ,62199
ATRM,79472
AXXX,15131
PCTL,91003
GRXR,49736
BARY,10175
HEX,49357
YSII,80293
FEXC,35589
TEXM,76098
LUR,62316
LTV,25507
IFRS,10019
CRUS,75603
CUIS,80785
DGN,57592
LOGC,12214
INGN,44410
WELS,87012
RSTOB,67628
CHPS,10738
RTII,65446
PURT,75728
MINY,54360
PAE,39984
ATLF,15625
JAYJ,11344
GCR,75295
TRMM,77184
AKLM,10114
CLDN,80113
RIBI,66836
RBSN,67257
MCH,52602
KYC,67299
SPSI,88234
RMTR,78910
DAIO,28629
AVL,80073
BTGC,18033
BB,63095
XICO,83863
CMPC,89763
FBRX,34623
WBI,60396
CELG,11552
GILD,77274
CCRO,79807
META,76947
CORE,77237
ESON,77387
ALMI,12117
DCA,30075
WWTR,77625
TFC,57891
PTEC,11917
TBUS,81109
ENSO,10062
KVN,11338
GCBK,10003
ATPH,28652
CTME,24126
RELM,10779
USEC,79573
PPTV,90924
VSR,71191
SEP,62412
CVN,60900
PRIA,81007
CIFR,23529
SAFT,79107
WSTNA,10484
CTYF,23908
NOV,10818
BBGS,11977
SP,70199
AXAS,76888
SOTA,76666
LTG,75286
MIKN,79850
USMX,79151
FERO,34578
IOI,75957
