TICKER,PERMNO
RDS,41662
HNG,46391
UBMT,10682
TODDA,11198
USBC,78968
CHP,71685
REXL,75606
CCPT,26316
EPII,75729
DOCP,10814
PLAY,10857
USTC,79274
PSM,22234
GII,39670
NKE,57665
ASM,77705
WMK,42059
DCA,51449
TGIC,79740
CTZ,23705
HII,77219
NBB,75237
HX,67942
SLTG,72945
TMB,66333
TBC,42219
BKLY,17743
KSTN,89341
SSET,77247
ALLC,11878
SKB,26390
FRTH,37461
GON,79144
LDG,53612
WL,83030
HICI,84196
FFMY,35482
TGT,49154
MHP,17478
TECUB,74932
DDS,49429
SNY,76158
TMED,77332
NGC,69585
DUCO,30913
ABW,19764
CTR,31341
OSL,34913
ETRC,77676
HERBA,11490
DOTX,30577
POS,77472
ANIK,79150
GTCH,40222
MLAN,48901
FLFC,49331
CLN,39140
MIKL,11291
MTX,78015
SCNYA,43028
PBI,24459
PMI,71001
NSBK,10157
FFES,11449
DRAI,77757
UTH,75193
ITC,22920
LJPC,80640
EBP,75832
MPS,80797
GPT,80127
MTG,76804
TRCI,92399
SABI,37277
ANX,57920
NCBM,56216
TBS,75191
TRB,65787
DORL,12169
WGR,75888
SBUX,77702
GWCC,88242
RDN,78038
NCR,19537
TYC,45356
FDLNB,37189
TANT,75460
SAI,33312
GRO,32440
AMFI,10304
AMV,13216
RCI,26577
NCBR,56291
VIKG,80814
ASAI,15684
FOBB,88015
IFF,40272
FCL,77699
PROS,10286
GD,12052
TRNT,76962
CAS,30402
XLO,20909
CNS,67467
ALR,11923
RTE,49517
RML,47490
SRV,51625
BTWS,77599
ANEN,14227
QCOM,77178
DETC,29560
DON,75288
ABCO,80431
INCC,77222
NEI,52687
DXT,30307
OGIL,59097
SBCFA,69586
FTHR,80932
NOL,54586
GDS,32256
TDD,48573
NPH,13557
VON,22074
FSM,47036
NOEL,77296
CHY,68320
WM,81593
LEIX,10984
OCAS,59126
AMCE,10100
JSTN,46870
WNC,37911
BHC,75945
FFPB,79583
BOKF,76892
NSBA,90473
ILNK,78988
HBENB,42228
BANF,79072
CFB,60601
CODA,22681
ALEX,11691
ABM,47730
ABI,12539
LEE,50286
PENX,62042
FAY,58405
LEV,47335
CESH,76510
NWA,21485
MDBK,10122
TIX,62105
INR,16053
BGG,17961
MDA,43668
HVU,27609
TCRD,75118
BKR,52484
VRE,62471
PATK,61496
HIL,76094
EAT,23297
APFC,85439
HRA,32600
PHL,42753
BOC,75330
FFIN,79824
COL,76171
TKLC,10272
CVC,68857
RLI,65294
MOR,68582
KARE,79710
MOCO,54675
UER,57744
FPX,11854
FGHC,11095
KCLI,47088
BAX,27887
CAL,79640
PBNK,12246
PVA,61955
KEG,63079
FTU,36469
BBSI,79249
MTL,52821
BN,16571
SUR,11406
CJER,22083
RACE,77979
FORE,80526
HZ,28054
CF,79354
EDEL,80973
SNT,21514
BEC,75383
EVER,33647
OMG,79724
QTEC,65091
ACY,23341
SMMT,73411
FBCI,79964
DD,11703
AXP,59176
ALC,85033
CFX,11120
FULL,37875
DMBK,30430
PVN,53081
PKY,12072
CDSI,25823
DURA,77325
HUB,32934
SIAL,70536
FBN,77855
PNC,60442
AIND,15035
GFH,52759
MILL,54173
C,11260
CHFD,22809
JOL,75071
BOHM,18623
ANLY,14219
AFP,55546
HI,20124
TVL,79629
CSBI,76055
OMC,30681
CYH,76578
LABS,19968
NWTL,58369
SNKI,44345
ARH,17240
SCHL,77354
INPH,45560
SIGI,68292
NOC,24766
MOIL,52039
ALW,82983
MKC,52090
LIQB,49817
CRW,59256
SEH,72005
HMF,32619
BTL,17815
CCK,17726
CACH,20504
PEL,22082
HWKB,41233
PNT,62010
HSC,25304
MAY,13100
NVB,90385
CSS,67838
VBND,80451
GGO,11849
TUR,54287
PMSI,20459
STI,68144
KNK,78830
CNB,24628
CACI,20512
MAN,75285
PHX,70957
EMR,22103
RSCR,78197
TNO,41726
TAN,15560
NSI,22066
GRC,53604
GOG,76258
SCY,70958
MEI,12933
PLA,53815
MSI,61997
MGM,61794
AGC,48397
CZN,23887
WSM,83011
NLCS,56339
UBSC,79020
BNHB,85746
RBD,26884
MNR,59926
DYA,31464
HFMD,42201
RSR,75359
SHFL,78200
CHRZ,26252
RA,14197
MAIL,75500
TFT,78077
ORI,59396
CDN,11403
GRT,65605
MDP,42796
SXI,43481
MG,79404
SYB,17822
BWE,35781
SFN,40723
NRC,90369
ZQK,75527
THT,77984
VAC,58050
PTII,78113
CYN,23916
FLAG,10926
RNT,78049
ARG,70308
MBI,75175
SMRT,77530
IHK,11874
KV,46950
LUND,11796
TDS,63773
GWW,52695
TUES,10094
AXF,77815
PBKS,11823
BINC,18148
SVU,44951
BOH,16548
TET,27940
FOSL,79089
FCY,52812
KPI,53495
KRB,76557
WOR,65269
LFUS,77918
ARGX,77210
MNTG,78147
TAC,58704
JCP,18403
TUSC,12099
KPTL,11779
POBS,11921
CCA,10716
BJS,76240
BLC,65509
FFTN,10690
CTYA,10048
COST,87055
ANTC,79564
TCOMA,75030
QTRN,80470
AVE,50446
OHBC,59118
FMLY,10834
BLVD,10651
ITM,64987
CBL,30912
INBC,43800
VERA,90310
BIPL,11057
FARM,34367
FRN,64215
HALL,80129
FHPC,10451
KEM,78001
CAU,10042
CVS,17005
UTOG,79410
TECH,75694
TNL,44513
AIS,64864
CFER,10965
RES,66683
LESL,76621
WN,51254
UNBJ,78837
CKCP,28071
THI,10545
CYL,20589
AMOS,14091
FRC,10623
WRNB,10467
ACHI,80062
MGG,11891
WDFC,81294
DLX,61743
IMCO,10667
GLDC,39328
KNAP,47969
CJN,62818
PTCM,60792
NEOG,75976
MMED,12058
GCI,47941
EBF,47511
SESI,77763
CLHB,11809
PPG,22509
CCHIA,25137
ROPK,67564
BOTX,38827
HVT,10294
BDX,39642
SHS,38949
PBY,35238
BOSA,10935
PMRY,77502
SPEK,91994
KTCO,10749
SSSS,72961
SIVB,11786
SCA,36409
NMRR,55854
FFCH,35503
EGLO,76041
CDP,26586
GGC,75222
OVON,10889
OUTL,76623
CDB,69796
FLMK,80624
NER,66659
SFB,72688
UCL,14891
MLR,18673
EXC,66149
TA,19051
LAT,45460
SCK,76574
GTY,62367
CO,79670
JOY,21557
HTN,44986
HLD,11663
UAL,19596
ULTE,79742
LSI,26489
GGG,39571
FWO,56397
CSC,40125
SG,64485
CRD,76274
PWB,60821
RBN,67193
INSMA,11035
FPNJ,36250
TCM,75593
LYTS,89456
VFC,43553
STT,72726
USAK,77425
LIT,26294
RGIS,76711
STLG,10266
CHIR,23318
LIBHA,89587
CNA,47626
WC,37954
UNH,92655
RXC,64178
CEM,30736
FBR,75880
KES,19975
SCX,18438
MYG,13119
FMSB,88007
MSM,40731
MDST,52696
IIN,12570
AETC,76691
GNE,38280
EMAK,80239
AVDO,77088
AMW,85527
SOV,71889
DNB,48506
PRE,40571
OSSI,76702
TEC,25217
OXM,34948
PHLY,79617
RDM,11929
WAK,45137
FUSA,80818
CGP,38893
UBAN,92807
MRC,48805
FCBK,80937
REV,25988
BN,16890
TPY,76340
TLB,79922
APH,77118
ANAT,13507
TRE,75382
I,26550
SKS,11382
FACT,87856
SSC,20693
SIGN,10214
FTR,10753
ML,20562
MKY,59061
PRY,75946
CCBT,86351
MNCO,53402
MMS,34438
MOTO,55328
CTCOB,10195
SDIX,79689
TWX,40483
PIR,51692
SON,71176
LGN,59360
FISB,35829
C,70519
ZBRA,76795
DBD,40440
FNF,71909
HARS,80131
FHP,54754
DSBC,87250
AZO,76605
FOM,37226
TCB,10375
CW,18091
QKTN,80026
UFR,78095
SYK,73139
RTST,77040
UNO,75103
NMSB,10056
SHLM,69199
P,13928
CRD,27618
MCCAB,54608
HOW,32926
CRFT,76336
FCNCA,10777
PSG,42112
ENZN,33137
WKW,60011
AVNR,76383
SATC,78073
GREY,40097
ABP,56119
WSTF,93092
DXR,29058
GDMK,88381
ATLI,11000
USAC,77593
XSYS,77831
PFIN,44230
ROYL,81103
IOM,45891
MLHR,54114
BHAG,10828
MEL,59379
FIC,11533
FRE,75789
SNR,37022
ZENL,69155
HLP,79700
CVR,30509
PHSY,90879
AZPN,80957
NPK,34497
JNY,76638
INVS,10959
EESI,11591
AMN,50091
MHT,13012
UAP,37575
DSPG,80236
TCOMB,75038
ISH,45437
LQI,58624
SUSQ,73809
NYT,47466
TCCO,74836
TQNT,80049
SHC,59985
APLX,81137
ALL,79323
TATE,15246
SYLN,76264
UNAM,77973
OEA,53639
MBB,77884
LNCE,48531
BAC,59408
AMEP,76298
CTK,25612
PNR,62034
DFS,79328
VVI,19721
ESQS,79162
EROX,78822
ITG,46392
OSI,59601
AGII,10843
SEVN,75488
TM,62754
USLM,65700
FCT,58851
IBC,44265
SQD,20079
SAFM,11343
IV,67328
AFC,66798
SHW,36468
ISLE,77897
SPLS,75489
MCCL,52071
CDV,69286
JC,53567
UTCI,77964
VAT,34040
GM,12079
IWBK,76733
JEFF,79865
LGL,33849
EATS,10571
NRT,39300
LKI,61145
AST,10372
ASGR,77087
ESY,43342
SUP,52396
VICR,76128
SCY,81048
VFFC,80953
IMC,53129
NTSC,56777
DSL,54279
ANLT,10881
TRY,19828
BBC,42438
GIC,77644
MARN,78986
CCI,47079
GLW,22293
CMB,47896
LOW,61399
IMP,43706
BTSB,86020
NEV,76238
NWLIA,56822
CAR,26374
DRAM,63546
PCAI,60346
UVX,47917
PBKB,10780
PLXS,10032
GII,49197
TRNI,76807
ROL,36003
FMY,76563
MRO,15069
BDG,55781
PLIT,62384
ACRO,81237
PKE,35107
QUIX,65163
BEZ,58755
CNV,15923
NTM,10415
JEC,52329
CHCO,11442
ESE,76478
VSEC,79864
LTEK,10713
ARI,10358
CNMD,11547
CZN,23879
AD,10657
RAH,41937
CAFC,10825
CDV,69294
ELK,44185
USPH,77629
FNGB,36178
CRG,49496
AFC,66771
CHEZ,76900
IN,77307
RGLD,67847
MHR,79910
ELRC,32046
CRT,11105
HRMN,68102
GLT,57154
PARC,61242
DGTC,29210
HMK,78032
SA,75244
ZNT,84073
DP,29752
CEMX,10456
PSRC,79414
MSA,45065
FLA,27748
KWR,64929
XLNX,76201
AA,24643
FRK,56784
ONE,65138
FNBR,10603
FFFL,80121
HMO,56312
ALG,78950
PNN,44353
CDT,79808
AFCX,79934
UNIT,76136
SCOM,10633
VHI,45225
PX,77768
DSCC,28848
STIZ,11183
WCLX,76664
CLCI,85570
MNI,75261
ABIO,79365
IFMX,10691
UTMD,79776
CBNH,10231
SWV,50921
RXL,47108
KIDD,47707
PTNX,64195
PHCC,63889
COS,21258
GSBI,10588
RSC,68830
LOC,59352
VRA,80929
BJICA,85893
FDX,60628
CAE,21726
BNI,50227
ES,18251
BETS,49286
ETN,11762
FMC,19166
JII,53268
WIX,82801
ASV,76774
EMLX,32540
ABI,66229
FLS,43246
HAMS,12086
BRNO,19589
VGC,59141
AMSR,62747
CAV,75216
USB,66157
SK,65066
MSII,52557
WPM,41427
BBNK,17196
ARBR,10199
AZE,50120
HUB,32942
RYK,62682
USH,46594
CHTT,22905
TW,17277
KTM,75402
MEM,43887
OLCC,64582
BAC,58827
MAXE,51984
EHI,75467
WBST,10932
CMDL,25073
NCS,77501
NWSB,81095
STTX,92073
FORB,37322
EFU,26075
SGTI,76174
,81191
EFII,77971
UCE,49111
KAP,36695
GFB,32037
BFI,53786
SSP,11936
CRK,11644
STJ,68591
HON,10145
HII,88605
SCT,75482
WSFS,10892
MANA,10709
UTD,12100
DYR,28644
WMB,38156
SPCH,78082
ATH,47140
PALM,90887
BES,58018
BOL,26518
COSI,78818
RAI,56848
ASAA,10418
CGE,10803
RPM,65307
USFC,77339
PRY,35393
SPD,36775
INTK,11596
CKC,80713
CLG,60417
MSTR,77534
LMT,21178
GVA,76135
NWSS,79101
NLN,70893
SYBS,76792
MDCI,10507
PCP,63830
WEN,63060
OMI,60186
SRR,27764
CCE,70500
MXM,34067
PA,10241
NWAC,80345
IO,76613
MOVA,79611
APW,11581
APBI,11211
ORTL,81003
SFD,75602
SECR,85236
REHB,52469
HELX,41487
BLM,78957
PLP,68072
JM,90100
BBR,19992
MEG,50972
AET,46850
ALRN,12205
WCAT,82828
PDAS,90799
FNNG,35020
MCC,19289
HUN,62287
BFX,19677
CFB,86861
STL,27254
IU,24045
FCE,31974
ATSI,76367
LZB,48347
BD,80846
LUCY,79845
MMGR,75608
MCIC,50404
TXT,23579
FFOM,35474
ADIA,85113
PBCT,12073
ARRO,77667
TGN,80789
TFX,44329
SPSS,79528
RAGS,76687
MWBX,10755
GUL,32504
XTR,41072
DIG,27350
LOYC,10941
DTLN,11072
REFR,10463
MND,77719
INDHK,43888
AMWD,10501
JH,50905
THK,50497
LLX,33814
DSCP,28840
GNT,67571
ANGN,75580
ACAT,76207
RIT,80786
RTN,24942
USC,79021
MAM,63677
DOW,20626
FG,50956
FWES,41021
CGG,11164
ALK,28804
CCAM,21785
FBO,25371
KDN,47205
CAUT,25743
RGB,47423
FRA,79713
NSC,64311
MK,53882
CBU,86896
PTEL,80248
HIP,50999
NFO,79097
WST,62498
FFED,11646
WALS,11660
OCOMA,11031
MAT,39538
AOG,64143
RVB,17646
SFS,54471
BTRI,85711
TCB,58093
SMP,39220
FRNT,80528
BLOCA,18455
BMG,85869
AWS,49584
VRLN,80347
SFS,76122
USR,25937
DNY,38682
UPC,78263
KRI,48960
SPV,27481
AMP,27051
WFSB,11321
BLT,55108
APII,85084
PTZ,10929
HFSF,10438
BHE,76224
NWT,21995
FA,40387
JOB,46834
AFBK,11173
LVI,17443
HCA,51561
BA,19561
TTI,10064
AES,76712
GMCC,38472
VNCP,80099
EROI,77503
FAM,35175
BMI,53110
ODWA,80006
IRDV,45381
BKST,78956
MYCO,11450
NRES,11020
OZA,44417
BT,48354
TFCE,80046
NCH,47773
RBW,33961
MOLXA,76234
RDA,76085
ROH,23990
HON,18374
SL,41320
OXGN,79516
CSLI,27431
JOS,42104
SLOT,80153
MANU,79505
SMS,70229
RC,44935
CORD,27255
FTX,62877
FSI,49875
TBL,75101
GWF,27115
NSEC,56710
CTEC,77701
MSAM,11209
HEI,32678
MARSA,51693
RTX,41996
PL,58667
DCI,61313
SPBC,11335
LINN,10344
TNM,57067
GLBC,39889
NELL,11345
MNTX,66393
BRDL,10282
ASFC,79796
MATK,79847
DFI,75615
ITCC,88939
DNEX,30147
MHC,48223
GDW,53479
TROW,10138
DMN,47829
RNT,10517
DAL,26112
DSPT,87143
AGRPA,81135
WCTV,75954
ELSE,32062
OMET,11828
JOIN,46739
XCED,10216
MUR,28345
GISH,12024
EFS,77310
MTW,51263
FLS,30940
ETCO,11661
BAR,29567
ETX,50710
OPTX,38085
AELNA,10154
BKB,51772
W,21186
CHIK,10704
CMC,30680
BAMI,17065
UD,26921
TWK,10388
FCO,49998
GSSC,10296
SMPS,70790
TNB,38578
USC,77834
HTEC,29437
BCF,67176
CMH,66878
USPN,75755
EBCP,87493
GHM,60468
LEA,80422
MSX,51800
WAK,78850
PZZI,79618
GFD,54770
THC,52337
COO,65541
AVP,40416
CRRC,27474
FNB,53858
MPR,60548
VTC,92903
MWGP,12226
TAVI,37640
PROX,80020
BOBE,18570
RAD,46922
SPC,60839
MSA,75407
NIN,78928
OXY,34833
IHNI,77525
MST,22891
MMS,10981
STEI,77045
POWL,63715
SSD,80575
RBMG,79188
VSH,57808
SHM,79124
WMX,57381
DWW,29023
BL,34649
S,14322
KYMDA,10669
LUB,64020
RYN,80210
TIC,47300
HBOC,40484
CKH,78137
VGHN,11168
HCSB,10034
TDI,59600
IGL,75259
SIDY,69244
BMHC,76796
INVX,88990
VRSA,80566
LAYN,77862
NYCO,11014
HPI,64434
SPW,55212
KSU,12650
CBBI,79031
VFSC,80531
MKS,80600
MCFE,52135
JA,77924
CPRT,80320
UBKS,78466
WCS,51932
TWBC,77041
IP,21573
WH,38973
KPH,61129
AEN,66413
DART,28522
UPK,25080
KTII,46931
MWD,69032
ITN,10999
APA,39490
ACV,69163
SWN,63765
RPIC,91425
BOCB,86167
B,39693
PAX,81097
IMNX,43610
CCR,64565
LI,49585
SBSE,77257
MTY,60142
XLDC,93220
GRH,13143
CRCC,10084
MCS,51423
BPLX,80612
ISS,18278
MAYS,27617
MAHI,54843
AAPL,14593
DMN,29867
HDG,10116
HVT,41217
TRC,57007
MVII,10527
XLGX,11202
CFI,27909
TRGL,76532
WSN,58085
VIA,75104
CSK,21960
RULE,67970
HGIC,10290
IQ,68428
HRBF,80821
CST,30525
USWI,80163
CNR,10967
BTGI,81146
OC,60660
SCTTB,45102
CPP,64880
RCB,21119
CIBC,23713
OGLE,59110
DSN,31181
LAKE,10645
KBALB,47715
NLC,41179
TRE,43983
ANN,76671
FIT,48143
LVI,52564
AMPH,13603
MORP,55125
PRBC,89712
CUO,30840
MRG,77653
FTUS,11665
SLVN,80037
AAIR,80670
COMX,86941
EFH,55175
LPAI,48312
KC,48717
FDPC,34041
PTCH,60581
CHER,23115
CSL,27334
MSEA,76074
IFLO,76371
CR,20204
PLL,35051
CMSB,80115
LAWS,48961
ITRN,45699
QSC,78051
NOIZ,11903
CAMD,10785
DLTR,81481
MWT,80423
BDY,17962
REXW,11265
DSO,22867
MSBI,11145
BTV,77061
COBE,24302
GHW,56629
AINC,13144
KMG,25769
LLB,69307
TSM,46711
OIL,61217
CNU,26965
JUNO,46843
PXT,11203
VARS,77286
EMCI,31238
ZMX,20917
LAN,89499
HUM,48653
UM,63810
COVB,77758
DCY,28186
SKFB,68065
GOT,69411
LUNR,76257
SNA,60206
LCI,79175
PRS,72514
ADM,10516
MBC,58632
AV,18606
STG,72769
APPB,78717
DBCC,34981
AHC,28484
MNPI,11339
DRCO,31070
BSH,67432
PFX,77416
MSSB,53787
TSK,26084
BLUD,88867
KNGT,80987
DAYR,77401
ACEE,63837
PMTC,75912
PGT,62340
ZIGO,84161
MAX,30082
ARV,21143
HOST,11358
INCY,79906
AMBC,12491
INDQA,45103
WHT,39757
INT,75070
STF,25216
ZIXI,75853
TW,10119
AI,60230
WLL,82959
SMI,44062
ANV,18147
AHM,56266
DJ,58990
CEC,48522
SUBN,73358
HESI,10910
SBL,73940
ECH,31536
MIGI,11187
CNY,67192
GSC,60935
FDC,77546
CI,64186
PHOC,62763
FTE,26243
PHH,60679
UNF,65306
CNTO,22016
GLYT,12022
CSAR,77967
PLM,75266
PJC,10120
FGI,66165
VCAI,77056
HTLD,10812
CLRI,25938
SFNCA,91855
AHG,76653
BOOM,33823
DWCH,77630
SKO,77077
CQB,14955
AM,13056
BRC,18973
BWS,10866
RLC,46893
WFT,32791
JCI,42534
ENC,71124
WLFI,79605
FUSN,80454
HMGN,78891
SKIP,70843
AMPI,11246
SGK,34818
STX,75422
IIVI,11752
BIG,44409
LSA,69016
EC,62834
SNS,26454
BAY,76754
SW,18198
ENW,23245
COHU,30648
TRW,18681
THN,80103
ELDC,10414
FBC,64952
NEM,21207
USEG,79039
LTD,64282
DMIF,28215
BSNX,77596
RESC,67177
ACCS,77352
RIO,67344
AGY,78867
INTR,44840
UCC,14883
KMDC,12042
NSBI,76506
PLI,89552
MFN,75480
FEBC,35423
MEA,19895
BNHN,17671
SOO,22138
SENEB,62958
CSX,62148
FCSE,79164
DEPC,28207
E,58472
TEN,26542
DUFM,30948
RESP,11927
TCNL,77047
BGRH,49438
TSTF,10257
ACF,75858
HMT,46703
NVLS,12067
MTX,59387
BMJF,85730
TUG,75077
PXXI,80358
MAPS,80252
ICAR,11879
PWN,75215
DC,10731
WOFC,80776
UTX,17830
SUN,14656
GT,16432
DESI,11379
BAL,29508
BBOX,78172
IG,43634
HWR,61890
LOTS,50156
OCQ,45313
KWD,57437
DEFI,87223
UFI,78044
CREE,78875
CMSV,80964
GBBS,11838
TSSS,80370
GRX,12087
SGI,18315
CRPB,22430
BIGB,17903
KITS,10530
TWMC,10514
PZA,11622
PKT,76131
FJA,80783
HAI,49349
BKE,77584
ESSF,11416
PFS,10724
DOUG,30622
FOE,21135
KOSS,48072
TKA,40221
COA,56741
TXI,40694
SBS,36177
FARC,34404
MTSC,50623
LUC,22373
DRI,51924
SCOR,58625
GBL,38157
MU,53613
SIER,12259
THO,76081
LVCI,76860
PSBK,61560
WON,82668
PATR,10443
APK,11861
CFIN,26682
DEX,45874
SDNA,11689
UNS,48389
CWEI,79159
ZRN,45970
WKR,44783
NC,28118
DE,19350
PNH,51123
RAC,64792
VEN,27238
RLM,18921
FD,77462
NKID,49189
MOG,42614
MLK,75462
GMT,12036
WIRE,77785
GAP,26657
DCN,11607
LNCT,76859
CBS,15368
OICO,58756
ATPX,50279
CRES,75531
SWD,10790
VITL,76265
IMKTA,11701
CZC,79035
IMR,75558
GLK,32379
CBT,46690
PCCI,80010
CHM,26622
TMS,75449
ALLA,76875
CPG,55482
SGMA,80274
NYER,77673
GNC,62244
MXC,35705
UPX,79535
KUH,59897
AFG,60687
PLC,48012
FJ,61583
HDL,39765
COOK,79373
BELFA,17444
KCS,11887
INSUA,44274
CNSO,79954
PFGC,79517
LAW,59053
ALDC,11422
STS,63159
MNRO,76750
ENUC,32030
ACC,54332
BRN,42358
ACU,60038
AOS,65402
SEC,45882
BTL,30031
CERG,22198
WTEC,93009
DISK,11873
CAT,18542
CMB,41718
RAY,18286
SWK,43350
SAB,50104
PZE,35211
BREN,19159
KCC,28433
RARE,77448
HM,12319
AMA,45217
DXC,61305
CSY,27158
CQ,41064
ACI,75326
COKE,11995
ARMR,10721
APSG,78953
FMT,37699
MRI,64637
ATW,15721
WLDN,86706
PKI,42200
RYN,52062
ACAI,79366
TPC,42518
PRD,26438
SRBC,75768
DLS,40897
NMTX,58473
GH,19174
SIF,49138
TYL,44759
NAE,29196
IR,12431
II,75035
MMPI,51677
BARE,77022
GY,20765
CD,25487
GDF,63183
MKG,12511
ISKO,89245
CIC,46658
AORGB,11851
CGN,64901
FEP,10597
PVH,13936
KEX,59045
HFI,68945
WMO,81702
WILF,83046
MPAC,11409
AMR,21020
LEVL,79503
TMC,40635
IEX,75591
FCY,37103
RSE,67708
FPA,53903
TG,75649
FPWR,10924
XLTC,77010
FIBI,10319
ROCK,79862
TLR,65090
CBI,59686
PTCO,62360
ISTR,43618
AVDL,10360
HAE,76837
MLIN,80993
MESA,11162
MERX,80553
CISI,11985
DBRN,30737
JSBA,79095
WSTR,80166
HRLY,41663
PTG,75084
LFA,63239
AMF,15763
TOY,61065
SIZZ,70835
VALU,80179
HTG,75348
ESH,39773
WLRF,12282
TOL,70228
CPCI,23537
BHI,75034
STC,72980
MUEI,75993
UNP,48725
GPI,32459
CCX,24600
SULL,76134
WHR,25419
MBG,65533
VIA,76226
BRC,57971
FST,37234
PLFC,64697
BYBI,79252
GENZ,10324
DOL,40707
BTRY,77335
SWIS,11525
TBCC,74203
HHGR,76072
APD,28222
CFCX,10569
CBRL,27562
MHK,77496
PHBK,10906
PVT,64531
FIF,77628
UFD,37612
CLE,67459
HIFS,12189
KSWS,76195
ANDW,14323
MCSY,77832
ION,57066
CKL,18446
DWSN,29050
TJCO,77463
HOMG,12193
SGM,68567
FMK,79010
ZB,17128
FORL,88111
OUSA,76969
HOF,32782
VIDE,92874
ECK,40141
HITK,77830
JOSL,46819
FMO,21338
WTHG,83601
HF,42366
FNIN,34869
PH,41355
MDIN,50577
IC,76263
DZTK,81202
NLCI,62296
PUBO,64630
UEIC,78915
BRA,11065
AEE,39116
HIB,41807
USTB,77789
LSCO,49227
WAF,50884
MED,62914
CBOCA,25153
HRZN,42535
ICN,48557
DHOM,80309
TII,45129
ODETA,67029
BIN,55044
RJF,69649
SMCC,81224
KOP,22170
WTI,10278
WTS,10606
SMU,77509
SONC,76568
TIN,66114
CHDN,79026
APZ,29612
GOTH,77293
ZAPS,87039
SYGN,10095
EZM,78031
SNDS,91687
KELYA,47379
AX,12811
JPC,51828
CHMD,77427
BC,10874
ASH,24272
MIDL,53891
BIRT,18316
DIIG,79161
AVTR,16030
EAC,31595
GULD,39483
TEX,58318
IHP,76732
NEB,57286
IAL,58608
V,75817
FLXS,36768
MARC,89755
ACK,19692
APL,65111
AVD,11144
EMP,61540
SHB,49832
ATI,43123
ENS,25056
WERN,10397
INDB,10252
SLC,57197
WTA,45292
ACN,75469
CGA,68910
CRX,58181
FLE,46295
TRDX,45647
HLT,23309
ALS,75002
TMBR,19546
CSE,80678
PNA,48370
EY,42550
LCUT,76686
M,61428
ZCO,84102
NHTB,10297
FNV,77464
HUG,66587
TGI,65744
CABL,10136
NUE,34817
JPI,46173
GPK,78117
BRCP,27722
CCUR,51829
LFB,50092
JOINA,46747
NL,13303
PMS,63483
MARY,78170
GET,77062
CHB,41419
CNF,41929
WII,61233
ARIB,15262
WLHN,83396
DYN,31456
MAXS,80549
PRKR,80019
NSSB,10854
LZ,43721
KRG,74908
LM,65330
SOC,77829
LIND,49745
WNT,57648
CHUX,76223
TLAM,48494
CDCY,30744
JOE,76123
JWN,57817
AGRPB,81136
LBC,66982
PCAR,60506
SBIG,69906
NPRO,80833
PGI,35422
REF,66078
TXO,41523
LPI,44767
KTO,29145
AZE,50112
RRC,50017
AKRN,10180
BXG,90916
ADVNB,77576
SPZE,79974
TTE,79338
CCXLA,11004
NDC,56363
OTRKB,90756
LIZ,49905
TBO,62439
FLGF,10251
OII,58975
WDHD,83433
RDGE,14154
ALU,75823
MAME,84735
GENBB,38608
FP,31915
RCM,75106
WNMLA,19722
PKS,76209
AGL,45583
SGN,36505
CHF,26841
RIB,51297
CFS,68523
QUIN,10670
VCD,76673
RBIN,76582
SII,45794
BFCS,18842
SDW,49437
OSBN,11314
MDD,65357
EMCO,32839
CROS,79684
DUCK,80971
PFSB,80762
CNSP,86511
GENI,10279
SBA,67715
OLS,64063
PEX,79728
STCIA,39045
MIND,81165
ALB,80191
THY,53401
VALN,80013
MIDC,10654
CAM,51262
SGD,69471
FRDM,79695
WATR,77191
SMAN,78912
CTCQ,22913
FAM,77550
NBL,61815
CPIA,77900
ROTC,91572
RCSB,10179
KINN,47862
HHC,75068
IK,15747
WND,83142
CUB,31077
TSCP,80839
KEM,47395
KAMNA,47002
ETA,31472
PCOR,10351
MAS,34032
AME,10460
ME,52434
MI,45022
PLFE,63977
MND,55191
RHS,77714
HP,32707
ORCO,59775
SMG,77300
LEXB,10931
SUPX,73681
BSD,68291
BVC,10238
LSBX,10205
DY,12008
LYC,53823
SWC,81173
DUR,31421
MIR,60441
IMET,44856
HOLX,76095
HLR,80504
AGIS,10386
SCSL,92153
GCHI,80933
ADVNA,92284
SQN,45524
MTLM,10531
BRLI,10659
PFCP,62245
CHW,70471
SPF,49699
WWW,42286
U,28847
MOT,22779
TEAM,11910
MIL,54181
BIKE,81074
QSII,64961
GNCMA,12173
SMO,68786
CBE,21979
DRH,31376
VPI,76272
MTLX,58772
TSNG,92591
DNA,45516
SUMC,77417
DMAR,28784
HCT,76366
ALTA,70691
AZZ,16126
CBM,11707
LFIN,49649
PLAT,76620
NUVI,90625
SFA,45671
GLE,55466
VAR,27043
GP,23915
JILL,79819
TBP,60353
SHLR,77428
PSYS,77850
GSX,12095
PWSB,10392
GRA,25005
OLN,13610
GSD,54201
STA,39263
STVI,68313
DBAS,28178
WHI,78920
NWOR,57526
MFI,62894
TRON,77367
BNO,75734
TUCK,77527
JLN,47984
CIS,48637
MK,47141
GBE,62885
Z,15456
BND,78103
ADR,48813
MNC,51781
JBHT,42877
ARCH,79760
BPMI,85754
SR,72494
NTK,49752
ADDR,11452
SBO,56434
OCR,63714
SLS,41574
LIPO,10513
PCH,49744
LB,47255
ATM,64397
FAHS,34324
WSTE,77214
SOFT,71002
OSM,60063
RUS,66050
XRX,27983
RAYM,65817
DMIC,11347
TGET,77283
SNC,41081
HCRC,77656
SUR,10702
DGP,77927
